Entry,Drying,Purpose,Shape,First materials,Second materials,Modification,First material class,Second materials class,Modification class,Gelation class,Solvent class,Process,Gelation mechanism,Final solvent,Drying details,Post drying treatment,Post-drying cross-linking,Envelope density g/cm3,Porosity,BET surface area m2/g,BJH pore size nm,BJH pore volume (total) cm3/g,compression elastic modulus MPa,SEM,Thermal conductivity W/(m K),Thermal method,Thermal method detail,,
12698,FD,Thermal insulation,Sheet,Polyimide,,,G,,,ng,wa,"Poly(amic acid) from (4-bis (4-amino-2-trifluoromettnqh-9-hylphenoxy) benzene + biphenyl-3,3',4,4'-tetracarboxylic dianhydride) solution (frozen)?",No gelation,Water,FD,Post-calcination at 300 °C,,0.134,,,,,0.12,Macroporous (flakes),0.085,Transient,TWA,,
12699,FD,Thermal insulation,Sheet,Polyimide,,,G,,,ng,wa,"Poly(amic acid) from (4,4'-oxydianiline + 1,2,4,5-benzenetetracarboxylic anhydride) + poly(amic acid) from (4-bis (4-amino-2-trifluoromettnqh-9-hylphenoxy) benzene + biphenyl-3,3',4,4'-tetracarboxylic dianhydride) solution (frozen)",No gelation,Water,FD,Post-calcination at 300 °C,,0.086,,,,,0.803,Macroporous (flakes),0.056,Transient,TWA,,
12700,FD,Adsorbent,Monolith,GO,,,N,,,pp,wa,"GO suspension (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,0.0404,,,,,,Macroporous (flakes),,,,,
12701,FD,Adsorbent,Monolith,Cellulose nanofibers,GO,,K,N,,pp,wa,"GO suspension + cellulose nanocrystal suspension (3:10) (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,0.0353,,,,,,Macroporous (flakes),,,,,
12702,FD,Adsorbent,Monolith,Cellulose nanofibers,GO,,K,N,,pp,wa,"GO suspension + cellulose nanocrystal suspension (3:20) (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,0.0215,,,,,,Macroporous (flakes),,,,,
12703,FD,Adsorbent,Monolith,Cellulose nanofibers,GO,,K,N,,pp,wa,"GO suspension + cellulose nanocrystal suspension (3:30) (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,0.0149,,,,,,Macroporous (flakes),,,,,
12704,FD,Adsorbent,Monolith,Cellulose nanofibers,GO,,K,N,,pp,wa,"GO suspension + cellulose nanocrystal suspension (3:40) (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,0.0121,,,,,,Macroporous (flakes),,,,,
12705,SCD,DDS,Microbeads,Starch,,Drug loading,A,,Lo,pp,al,Starch solution in W/O emulsion (cooling),Physical (temperature),Ethanol,SCD,,,,,64,,0.285,,Microparticles,,,,,
12706,SCD,DDS,Microbeads,Starch,,Drug loading,A,,Lo,pp,al,Starch solution in W/O emulsion (cooling),Physical (temperature),Ethanol,SCD,Drug loading in scCO2,,,,52,,0.129,,Microparticles,,,,,
12707,FD,Separation,Monolith,Cellulose nanofibers,PVA,Alkyl acid modification,K,E,Al,ng,wa,Cellulose nanofiber suspension + PVA solution (frozen),No gelation,Water,FD,,,0.0068,99.52%,185,,0.136,,Macroporous (cellular),0.035,Transient,Hot disk,,
12708,FD,Separation,Monolith,Cellulose nanofibers,PVA,Alkyl acid modification,K,E,Al,ng,wa,Cellulose nanofiber suspension + PVA solution (frozen),No gelation,Water,FD,Post-C8 acid modification,,0.0104,99.23%,,,,,Macroporous (cellular),,,,,
12709,FD,Separation,Monolith,Cellulose nanofibers,PVA,Alkyl acid modification,K,E,Al,ng,wa,Cellulose nanofiber suspension + PVA solution (frozen),No gelation,Water,FD,Post-C12 acid modification,,0.0137,99.04%,,,,,Macroporous (cellular),,,,,
12710,FD,Separation,Monolith,Cellulose nanofibers,PVA,Alkyl acid modification,K,E,Al,ng,wa,Cellulose nanofiber suspension + PVA solution (frozen),No gelation,Water,FD,Post-C8 acid modification,,0.0175,98.76%,,,,,Macroporous (cellular),,,,,
12711,FD,Separation,Monolith,Cellulose nanofibers,PVA,Alkyl acid modification,K,E,Al,ng,wa,Cellulose nanofiber suspension + PVA solution (frozen),No gelation,Water,FD,Post-C22 acid modification,,0.0238,98.35%,130,,0.08,,Macroporous (cellular),0.031,Transient,Hot disk,,
12712,FD,Separation,Monolith,Polyimide,Carbon,,G,N,,ng,wa,Poly(amic acid) solution + carbon suspension (frozen),No gelation,Water,FD,Post-calcination at 250 °C,,0.0297,,,,,,Macroporous (flakes),,,,,
12713,FD,Capacitors,Monolith,Polypyrrole,GO,,M,N,,pp,wa,"GO suspension + p-benzoquinone + humic acid (6.8 mg) + pyrrole (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,,,24,,0.02695,,Macroporous (flakes),,,,,
12714,FD,Capacitors,Monolith,Polypyrrole,GO,,M,N,,pp,wa,"GO suspension + p-benzoquinone + humic acid (13.7 mg) + pyrrole (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,,,49,,0.04705,,Macroporous (flakes),,,,,
12715,FD,Capacitors,Monolith,Polypyrrole,GO,,M,N,,pp,wa,"GO suspension + p-benzoquinone + humic acid (27.4 mg) + pyrrole (hydrothermal, frozen)",Physical (aggregation),Water,FD,,,,,8,,0.01529,,Macroporous (flakes),,,,,
12716,FD,Thermal insulation,Fibers,Cellulose nanofibers,"Cellulose acetate, poly(acrylic acid)",,K,"B, R",,pp,wa,Cellulose acetate-poly(acrylic acid)/cellulose nanofiber (wet spun) in water (frozen),Physical (antisolvent),Water,FD,,,0.25,99.34%,,,,,Macroporous (flakes),0.054,Transient,Hot disk,,
12717,FD,Thermal insulation,Fibers,Cellulose nanofibers,Polyacrylonitrile,,K,R,,pp,wa,Polyacrylonitrile/cellulose nanofiber (wet spun) in water (frozen),Physical (antisolvent),Water,FD,,,0.33,99.03%,,,,,Macroporous (flakes),,,,,
12718,FD,Thermal insulation,Fibers,Cellulose nanofibers,Polyurethane,,K,H,,pp,wa,Polyurethane/cellulose nanofiber (wet spun) in water (frozen),Physical (antisolvent),Water,FD,,,0.21,99.12%,,,,,Macroporous (flakes),,,,,
12719,FD,Not specific,Monolith,Cellulose nanofibers,,,K,,,ng,wa,Lignocellulose nanofiber suspension (frozen),No gelation,Water,FD,,,0.0071,,,,,,Macroporous (cellular),,,,,
12720,FD,Not specific,Monolith,Cellulose nanofibers,,,K,,,ng,wa,Aqueous cellulose nanofiber suspension (frozen),No gelation,Water,FD,,,0.0073,,,,,,Macroporous (cellular),,,,,
12721,FD,Not specific,Monolith,Cellulose nanofibers,,,K,,,ng,wa,Cellulose nanofiber suspension (frozen),No gelation,Water,FD,,,0.0067,,,,,,Macroporous (cellular),,,,,
12722,FD,Not specific,Monolith,Chitosan,Poly(ether ether ketone),,A,F,,ng,wa,Chitosan solution + succinic acid + EDC-NHS (frozen),No gelation,Water,FD,Compositing with poly(ether ether ketone) membrane,,,,,,,,Macroporous (flakes),,,,,
12723,FD,Shield,Monolith,Cellulose,,,B,,,pp,"al, wa",Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (99 wt%),FD,,,0.139,,,,,,Macroporous (flakes),,,,,
12724,FD,Shield,Monolith,Cellulose,,,B,,,pp,"al, wa",Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (95 wt%),FD,,,0.045,,,,,,Macroporous (flakes),,,,,
12725,FD,Shield,Monolith,Cellulose,,,B,,,pp,"al, wa",Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (90 wt%),FD,,,0.06,,,,,,Macroporous (flakes),,,,,
12726,FD,Shield,Monolith,Cellulose,,,B,,,pp,"al, wa",Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (70 wt%),FD,,,0.042,,,,,,Macroporous (flakes),,,,,
12727,FD,Shield,Monolith,Cellulose,,,B,,,pp,"al, wa",Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (50 wt%),FD,,,0.075,,,,,,Macroporous (flakes),,,,,
12728,FD,Shield,Monolith,Cellulose,,,B,,,pp,"al, wa",Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (30 wt%),FD,,,0.065,,,,,,Macroporous (flakes),,,,,
12729,FD,Shield,Monolith,Cellulose,,,B,,,pp,"al, wa",Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (10 wt%),FD,,,0.065,,,,,,Macroporous (flakes),,,,,
12730,FD,Shield,Monolith,Cellulose,,,B,,,pp,al,Cellulose-NaOH-urea solution (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol,FD,,,0.098,,,,,,Macroporous (flakes),,,,,
12731,FD,Shield,Monolith,Cellulose,CNT,,B,N,,pp,"al, wa",Cellulose-NaOH-urea solution + CNT (freeze-thaw) + water (frozen),Physical (antisolvent),t-Butanol-water (99 wt%),FD,,,0.034,,,,,,Macroporous (flakes),,,,,
12732,FD,Wound dressing,Sheet,Gelatin,Keratin,,C,D,,ng,wa,Methacrylated gelatin-ketarin-thiobenzoic acid fibers (frozen),No gelation?,Water,FD,Post-conjugation with a surface electrospun layer,,,,,,,,Macroporous (cellular),,,,,
12733,SCD,Separation,Monolith,Aramid fibers,Cellulose acetate,,K,B,,pp,al,Aramid fiber suspension in DMSO-KOH + cellulose acetate (0.5%) solution in DMSO + water,Physical (antisolvent),Isopropanol,SCD,,,0.0293,97.89%,346,,0.696,0.271,Macroporous (fibrous),,,,,
12734,SCD,Separation,Monolith,Aramid fibers,Cellulose acetate,,K,B,,pp,al,Aramid fiber suspension in DMSO-KOH + cellulose acetate (1%) solution in DMSO + water,Physical (antisolvent),Isopropanol,SCD,,,0.0269,98.03%,315,,0.671,1.208,Macroporous (fibrous),,,,,
12735,SCD,Separation,Monolith,Aramid fibers,Cellulose acetate,,K,B,,pp,al,Aramid fiber suspension in DMSO-KOH + cellulose acetate (1.5%) solution in DMSO + water,Physical (antisolvent),Isopropanol,SCD,,,0.0308,97.72%,198,,0.449,1.848,Macroporous (fibrous),,,,,
12736,FD,Adsorbent,Beads,Chitosan,,,A,,,pc,wa,Chitosan solution + tripolyphosphate solution (frozen),Physical (phosphate),Water,FD,,,0.252,96.85%,,,,,Macroporous (cellular),,,,,
12737,FD,Adsorbent,Beads,Chitosan,Cellulose nanofibers,,A,K,,pc,wa,Chitosan solution + cellulose nanofiber-tannic acid (2:1) + tripolyphosphate solution (frozen),Physical (phosphate),Water,FD,,,0.261,98.17%,,,,,Macroporous (cellular),,,,,
12738,FD,Adsorbent,Beads,Chitosan,Cellulose nanofibers,,A,K,,pc,wa,Chitosan solution + cellulose nanofiber-tannic acid (1:1) + tripolyphosphate solution (frozen),Physical (phosphate),Water,FD,,,0.137,96.81%,,,,,Macroporous (cellular),,,,,
12739,FD,Adsorbent,Beads,Chitosan,Cellulose nanofibers,,A,K,,pc,wa,Chitosan solution + cellulose nanofiber-tannic acid (1:2) + tripolyphosphate solution (frozen),Physical (phosphate),Water,FD,,,0.205,98.69%,,,,,Macroporous (cellular),,,,,
12740,FD,Thermal insulation,Monolith,Cellulose nanofibers,PVA,MTMS treatment,K,E,Si,pp,wa,"Cellulose nanofiber suspension + PVA solution + N,N'-methylenebisacrylamide + MTMS (freeze-thaw) (fozen)",Physical?,Water,FD,,,0.0291,98.07%,,,,,Macroporous (flakes),,,,,
12741,FD,Thermal insulation,Monolith,Cellulose nanofibers,PVA,"MTMS treatment, borax incorporation",K,E,"Si, Lo",pp,wa,"Cellulose nanofiber suspension + PVA solution + N,N'-methylenebisacrylamide + MTMS + borax (borax:PVA = 1:5) (freeze-thaw) (fozen)",Physical?,Water,FD,,,0.0302,98.00%,,,,,Macroporous (flakes),,,,,
12742,FD,Thermal insulation,Monolith,Cellulose nanofibers,PVA,"MTMS treatment, borax incorporation",K,E,"Si, Lo",pp,wa,"Cellulose nanofiber suspension + PVA solution + N,N'-methylenebisacrylamide + MTMS + borax (borax:PVA = 2:5) (freeze-thaw) (fozen)",Physical?,Water,FD,,,0.0311,97.93%,,,,,Macroporous (flakes),,,,,
12743,FD,Thermal insulation,Monolith,Cellulose nanofibers,PVA,"MTMS treatment, borax incorporation",K,E,"Si, Lo",pp,wa,"Cellulose nanofiber suspension + PVA solution + N,N'-methylenebisacrylamide + MTMS + borax (borax:PVA = 3:5) (freeze-thaw) (fozen)",Physical?,Water,FD,,,0.0299,98.00%,,,,,Macroporous (flakes),,,,,
12744,FD,Packaging,Monolith,Starch,PVA,,A,E,,pp,wa,Cassava starch solution + PVA solution (1:0.5) (frozen),Physical?,Water,FD,,,0.13,,,,,7,Macroporous (flakes),,,,,
12745,FD,Packaging,Monolith,Starch,PVA,,A,E,,pp,wa,Cassava starch solution + PVA solution (1:0.75) (frozen),Physical?,Water,FD,,,0.15,,,,,8,Macroporous (flakes),,,,,
12746,FD,Packaging,Monolith,Starch,PVA,,A,E,,pp,wa,Cassava starch solution + PVA solution (1:1) (frozen),Physical?,Water,FD,,,0.2,,,,,18,Macroporous (flakes),,,,,
12747,FD,Packaging,Monolith,Starch,PVA,,A,E,,pp,wa,Cassava starch solution + PVA solution (1:1.25) (frozen),Physical?,Water,FD,,,0.21,,,,,18,Macroporous (flakes),,,,,
12748,FD,Sensors,Sheet,Poly(p-phenylene benzobisoxazole),CNT,,M,N,,pp,wa,Poly(p-phenylene benzobisoxazole)-CNT suspension + isopropanol + water (frozen),Physical (antisolvent),Water,FD,,,,,,,,,Macroporous (fibrous),,,,,
12749,FD,Thermal insulation,Fibers,Alginate,PVA,,A,E,,pc,wa,"Alginate solution + PVA solution (wet spun, frozen) + CaCl2-ethanol solution ",Physical (Mn+),Water,FD,,,0.1614,,,,,,Macroporous (cellular),0.0524,Transient,Hot wire,,
12750,FD,Thermal insulation,Monolith,Chitosan,Cyclodextrin,,A,A,,ng,wa,Azobenzen-modified chitosan solution + cyclodextrin solution (46.5:53.5)(solid 7.16 mg/mL) (frozen),No gelation,Water,FD,,,0.0081,93.19%,,,,,Macroporous (cellular),0.0382,Transient,Hot disk,,
12751,FD,Thermal insulation,Monolith,Chitosan,Cyclodextrin,,A,A,,ng,wa,Azobenzen-modified chitosan solution + cyclodextrin solution (46.5:53.5)(solid 10.75 mg/mL) (frozen),No gelation,Water,FD,,,0.0116,91.03%,,,,,Macroporous (cellular),0.0384,Transient,Hot disk,,
12752,FD,Thermal insulation,Monolith,Chitosan,Cyclodextrin,,A,A,,ng,wa,Azobenzen-modified chitosan solution + cyclodextrin solution (46.5:53.5) (solid 14.33 mg/mL) (frozen),No gelation,Water,FD,,,0.0156,95.85%,,,,,Macroporous (cellular),0.0396,Transient,Hot disk,,
12753,FD,Thermal insulation,Monolith,Chitosan,Cyclodextrin,,A,A,,ng,wa,Azobenzen-modified chitosan solution + cyclodextrin solution (56.5:43.5) (solid 7.16 mg/mL) (frozen),No gelation,Water,FD,,,0.0083,94.74%,,,,,Macroporous (cellular),0.0397,Transient,Hot disk,,
12754,FD,Thermal insulation,Monolith,Chitosan,Cyclodextrin,,A,A,,ng,wa,Azobenzen-modified chitosan solution + cyclodextrin solution (66.5:33.5) (solid 7.16 mg/mL) (frozen),No gelation,Water,FD,,,0.0086,92.38%,,,,,Macroporous (cellular),0.0397,Transient,Hot disk,,
12755,FD,Thermal insulation,Monolith,Chitosan,,,A,,,ng,wa,Azobenzen-modified chitosan solution (frozen),No gelation,Water,FD,,,0.0084,95.11%,,,,,Macroporous (cellular),0.0447,Transient,Hot disk,,
12756,FD,Thermal insulation,Monolith,Cyclodextrin,,,A,,,ng,wa,Cyclodextrin solution (solid 7.16 mg/mL) (frozen),No gelation,Water,FD,,,0.0463,92.10%,,,,,Macroporous (cellular),0.0433,Transient,Hot disk,,
12757,FD,Sound insulation,Monolith,Cellulose nanofibers,,,K,,,pc,al,Cellulose nanocrystal suspension + CaCl2 solution (frozen),Physical (Mn+),t-Butanol,FD,,,0.087,94.29%,,,,,Macroporous (flakes),,,,,
12758,FD,Sound insulation,Monolith,Cellulose nanofibers,,,K,,,pc,"al, wa",Cellulose nanocrystal suspension + CaCl2 solution (frozen),Physical (Mn+),t-Butanol-water,FD,,,0.075,95.07%,,,,,Macroporous (flakes),,,,,
12759,FD,Sound insulation,Monolith,Cellulose nanofibers,,,K,,,pc,wa,Cellulose nanocrystal suspension + CaCl2 solution (frozen),Physical (Mn+),Water,FD,,,0.036,97.62%,,,,,Macroporous (flakes),,,,,
12760,FD,Adsorbent,Monolith,Alginate,"Gellan gum, polyethyleneimine",,A,"A, E",,cc,wa,Alginate solution + gelann gum + polyethyleneimine + ethylene glycol diglycidyl ether (frozen),Chemical?,Water,FD,,,,,,,,,,,,,,
12761,FD,Adsorbent,Monolith,Cellulose nanofibers,COF,,K,Q,,ng,wa,"COF (1,3,5-triformylbenzene + p-phenylenediamine) + cellulose nanocrystal suspension + carboxymethyl cellulose solution (frozen)",No gelation,Water,FD,,,0.015,,249,,,,Macroporous (particulate),,,,,
12762,FD,Adsorbent,Monolith,Cellulose,Polyethyleneimine,,B,E,,cc,wa,Cellulose from pomelo peel suspension + polyethyleneimine + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous (flakes),,,,,
12763,FD,Biomedical,Monolith,GO,,Lipase immobilization,N,,Lo,pp,wa,"GO suspension (solvothermal, frozen)",Physical (aggregation),Water,FD,Post-immobilization of lipase,,0.0082,,48,,0.1014,,Macroporous (flakes),,,,,
12764,FD,Biomedical,Monolith,GO,Lignin,Lipase immobilization,N,F,Lo,pp,wa,"Lignin (0.2:1)-GO suspension (solvothermal, frozen)",Physical (aggregation),Water,FD,Post-immobilization of lipase,,0.0056,,52,,0.2349,,Macroporous (flakes),,,,,
12765,FD,Biomedical,Monolith,GO,Lignin,Lipase immobilization,N,F,Lo,pp,wa,"Lignin (0.4:1)-GO suspension (solvothermal, frozen)",Physical (aggregation),Water,FD,Post-immobilization of lipase,,0.0034,,114,,0.3367,,Macroporous (flakes),,,,,
12766,FD,Biomedical,Monolith,GO,Lignin,Lipase immobilization,N,F,Lo,pp,wa,"Lignin (0.6:1)-GO suspension (solvothermal, frozen)",Physical (aggregation),Water,FD,Post-immobilization of lipase,,0.004,,74,,0.186,,Macroporous (flakes),,,,,
12767,FD,Biomedical,Monolith,GO,Lignin,Lipase immobilization,N,F,Lo,pp,wa,"Lignin (0.8:1)-GO suspension (solvothermal, frozen)",Physical (aggregation),Water,FD,Post-immobilization of lipase,,0.0061,,54,,0.1154,,Macroporous (flakes),,,,,
12768,FD,Biomedical,Monolith,GO,Lignin,Lipase immobilization,N,F,Lo,pp,wa,"Lignin (1:1)-GO suspension (solvothermal, frozen)",Physical (aggregation),Water,FD,Post-immobilization of lipase,,0.0058,,65,,0.1686,,Macroporous (flakes),,,,,
12769,FD,Adsorbent,Monolith,Chitosan,,,A,,,cc,wa,Chitosan solution + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous (flakes),,,,,
12770,FD,Adsorbent,Monolith,Chitosan,Polyethyleneimine,,A,E,,cc,wa,Chitosan solution + polyethyleneimine + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous (flakes),,,,,
12771,FD,Thermal insulation,Monolith,Melamine-boric acid,,,I,,,cp,wa,Boric acid + melatin solution (1.5:1) (frozen),Chemical (polymerization),Water,FD,,,0.0495,,,,,,Macroporous (fibrous),0.0318,Unknown,Unknown,,
12772,FD,Thermal insulation,Monolith,Melamine-boric acid,,,I,,,cp,wa,Boric acid + melatin solution (2:1) (frozen),Chemical (polymerization),Water,FD,,,0.0481,,,,,,Macroporous (fibrous),0.0356,Unknown,Unknown,,
12773,FD,Thermal insulation,Monolith,Melamine-boric acid,,,I,,,cp,wa,Boric acid + melatin solution (3:1) (frozen),Chemical (polymerization),Water,FD,,,0.046,,,,,,Macroporous (fibrous),0.0386,Unknown,Unknown,,
12774,FD,Thermal insulation,Monolith,Melamine-boric acid,,,I,,,cp,wa,Boric acid + melatin solution (4:1) (frozen),Chemical (polymerization),Water,FD,,,0.0489,,,,,,Macroporous (fibrous),0.0412,Unknown,Unknown,,
12775,FD,Adsorbent,Monolith,Bacterial cellulose,,MTMS treatment,K,,Si,ng,wa,"Bacterial cellulose suspension + 1,2,3,4-butanetetracarboxylic acid + sodium hypophosphite (frozen)",No gelation,Water,FD,"Post-calcination at 170 °C, MTMS treatment",,0.0052,99.70%,50,,,,Macroporous (cellular),,,,,
12776,FD,Steam generation,Monolith,Indole-formaldehyde,,,I,,,cp,wa,"5,6-Dihydroxyindole + formaldehyde solution + ethanol-water + NaOH (frozen)",Chemical (polymerization),Water,FD,,,,,,,,,Macroporous (flakes),,,,,
12777,FD,Adsorbent,Monolith,Cellulose,Polyethyleneimine,,B,E,,cc,wa,Cellulose from polelo peel + polyethyleneimine solution + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,,,,,48,,0.2163,,Macroporous (flakes),,,,,
12778,FD,Separation,Monolith,Cellulose nanofibers,,,K,,,ng,wa,Cellulose nanofiber suspension (frozen),No gelation,Water,FD,,,0.0231,98.53%,,,,0.12,Macroporous (flakes),,,,,
12779,FD,Separation,Monolith,Cellulose nanofibers,Rubber,,K,L,,ng,wa,Cellulose nanofiber suspension + natural rubber (8:2) (frozen),No gelation,Water,FD,,,0.0285,98.02%,,,,0.08,Macroporous (flakes),,,,,
12780,FD,Separation,Monolith,Cellulose nanofibers,Rubber,,K,L,,ng,wa,Cellulose nanofiber suspension + natural rubber (5:5) (frozen),No gelation,Water,FD,,,0.0304,97.97%,,,,0.03,Macroporous (flakes),,,,,
12781,FD,Separation,Monolith,Cellulose nanofibers,Rubber,,K,L,,ng,wa,Cellulose nanofiber suspension + natural rubber (3:7) (frozen),No gelation,Water,FD,,,0.0356,97.88%,,,,0.07,Macroporous (flakes),,,,,
12782,FD,Separation,Monolith,Cellulose nanofibers,Rubber,,K,L,,ng,wa,Cellulose nanofiber suspension + natural rubber (1:9) (frozen),No gelation,Water,FD,,,0.0657,96.88%,,,,0.04,Macroporous (flakes),,,,,
12783,FD,Adsorbent,Monolith,Chitin,Chitosan,,B,A,,cc,wa,Chitin-NaOH-urea solution + chitosan-NaOH-urea solution + CaCO3 + epichlorohydrin (frozen),Chemical?,Water,FD,,,,,,,,,Macroporous (flakes),,,,,
12784,FD,Adsorbent,Monolith,Chitosan,"Starch, poly(acrylic acid)",,A,"A, R",,cp,wa,"Chitosan solution + starch solution in O/W emulsion + acrylic acid + N,N’-methylenebisacrylamide + 2-diethoxyacetophenone + N,N,N’,N’-tetramethylethylenediamine (frozen)",Chemical (polymerization),Water,FD,,,,,,,,,macroporous (cellular),,,,,
12785,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (C1) solution (jet cut, A) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.025,,469,,,,Mesoporous (nanoparticulate),,,,,
12786,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (C2) solution (jet cut, A) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.026,,527,,,,Mesoporous (nanoparticulate),,,,,
12787,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (C3) solution (jet cut, A) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.059,,525,,,,Mesoporous (nanoparticulate),,,,,
12788,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (WRP) solution (jet cut, A) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.052,,524,,,,Mesoporous (nanoparticulate),,,,,
12789,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (C1) solution (jet cut, B) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.035,,523,,,,Mesoporous (nanoparticulate),,,,,
12790,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (C2) solution (jet cut, B) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.041,,537,,,,Mesoporous (nanoparticulate),,,,,
12791,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (C3) solution (jet cut, B) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.104,,523,,,,Mesoporous (nanoparticulate),,,,,
12792,SCD,DDS,Beads,Pectin,,,A,,,pc,al,"Pectin (WRP) solution (jet cut, B) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,,,0.07,,585,,,,Mesoporous (nanoparticulate),,,,,
12793,SCD,DDS,Beads,Pectin,,Drug loading,A,,Lo,pc,al,"Pectin (C1) solution (jet cut, A) + CaCl2 solution ",Physical (Mn+),Ethanol,SCD,Drug loading in scCO2,,0.093,,,,,,Mesoporous (nanoparticulate),,,,,
